Rating,Price,Ratingcount,Weightedrating
4.7,77990.0,5935.0,27894.5
4.1,61999.0,6753.0,27687.3
4.3,54990.0,3587.0,15424.099999999999
4.3,47990.0,7109.0,30568.699999999997
4.3,47990.0,1376.0,5916.8
4.3,46999.0,21252.0,91383.59999999999
4.3,45999.0,7109.0,30568.699999999997
4.3,44999.0,3075.0,13222.5
4.1,42999.0,6753.0,27687.3
4.3,42990.0,3231.0,13893.3
